scenario,time_s,frame_id,event,from_state,to_state,command_id
pullin_22db_fp62p5_cp0p30,12.54000000,627,StateRequested,LongFast,LongLock,628
pullin_22db_fp62p5_cp0p30,12.56000000,628,StateCommitted,LongFast,LongLock,628
pullin_22db_fp62p5_cp0p30,15.74000000,787,StateRequested,LongLock,Medium,788
pullin_22db_fp62p5_cp0p30,15.76000000,788,StateCommitted,LongLock,Medium,788
pullin_30db_fp62p5_cp0p30,1.08000000,54,SyncReady,PullIn,PullIn,54
pullin_30db_fp62p5_cp0p30,1.46000000,73,StateRequested,PullIn,Lock,74
pullin_30db_fp62p5_cp0p30,1.48000000,74,StateCommitted,PullIn,Lock,74
pullin_30db_fp62p5_cp0p30,1.48000000,74,TrackingReady,PullIn,Lock,74
pullin_30db_fp62p5_cp0p30,6.46000000,323,StateRequested,Lock,LongFast,324
pullin_30db_fp62p5_cp0p30,6.48000000,324,StateCommitted,Lock,LongFast,324
pullin_30db_fp62p5_cp0p30,9.66000000,483,StateRequested,LongFast,LongLock,484
pullin_30db_fp62p5_cp0p30,9.68000000,484,StateCommitted,LongFast,LongLock,484
pullin_30db_fp62p5_cp0p30,12.86000000,643,StateRequested,LongLock,Medium,644
pullin_30db_fp62p5_cp0p30,12.88000000,644,StateCommitted,LongLock,Medium,644
pullin_40db_fp62p5_cp0p30,1.08000000,54,SyncReady,PullIn,PullIn,54
pullin_40db_fp62p5_cp0p30,1.46000000,73,StateRequested,PullIn,Lock,74
pullin_40db_fp62p5_cp0p30,1.48000000,74,StateCommitted,PullIn,Lock,74
pullin_40db_fp62p5_cp0p30,1.48000000,74,TrackingReady,PullIn,Lock,74
pullin_40db_fp62p5_cp0p30,6.46000000,323,StateRequested,Lock,Strong,324
pullin_40db_fp62p5_cp0p30,6.48000000,324,StateCommitted,Lock,Strong,324
